GCM,RCP,Lat,Lat1,Lon,Lon1,Cul,Sow,Year,Yield,CWR,Biomass
ukesm1-0-ll,historical,40,25,-91,75,mag8,05-15,1992,8370.08,445.494,19939.59
ukesm1-0-ll,historical,40,25,-91,75,mag8,05-07,2000,6594.24,425.723,17761.53
ipsl-cm6a-lr,historical,40,25,-91,75,mag5,05-07,1983,11878.75,364.238,20970.22
ipsl-cm6a-lr,historical,40,25,-91,75,mag8,04-15,1996,7212.3,445.043,19686.05
gfdl-esm4,historical,40,25,-91,75,mag2,05-07,1989,8371.22,429.156,21983.93
ukesm1-0-ll,historical,40,25,-91,75,mag8,05-07,1990,6708.8,424.234,19019.79
mpi-esm1-2-hr,historical,40,25,-91,75,mag7,04-25,1992,7416.75,407.852,19649.06
ipsl-cm6a-lr,historical,40,25,-91,75,mag6,05-15,1996,8294.01,381.127,17218.32
ukesm1-0-ll,historical,40,25,-91,75,mag5,05-15,1986,11048.98,383.125,21223.86
mpi-esm1-2-hr,historical,40,25,-91,75,mag6,05-25,1995,3461.17,307.502,13203.94
gfdl-esm4,historical,40,25,-91,75,mag4,05-07,2000,8878.96,359.586,17357.79
ukesm1-0-ll,historical,40,25,-91,75,mag3,05-25,1992,8292.73,339.90999999999997,15431.52
ipsl-cm6a-lr,historical,40,25,-91,75,mag4,05-25,1988,11797.17,380.237,19627.33
mpi-esm1-2-hr,historical,40,25,-91,75,mag8,04-25,1995,3635.53,398.16200000000003,17839.49
ukesm1-0-ll,historical,40,25,-91,75,mag4,05-15,1982,14870.45,436.067,24629.21
mpi-esm1-2-hr,historical,40,25,-91,75,mag2,05-15,1992,6573.51,392.233,19647.46
ukesm1-0-ll,historical,40,25,-91,75,mag5,05-07,1984,10842.12,382.32300000000004,21388.22
ipsl-cm6a-lr,historical,40,25,-91,75,mag3,04-25,1996,8346.62,358.53,16870.19
ipsl-cm6a-lr,historical,40,25,-91,75,mag3,05-15,1983,10995.25,342.441,19388.12
mpi-esm1-2-hr,historical,40,25,-91,75,mag4,04-15,1993,15302.51,458.78599999999994,25059.59
mri-esm2-0,historical,40,25,-91,75,mag5,05-15,1999,8197.38,336.573,14711.44
gfdl-esm4,historical,40,25,-91,75,mag7,04-25,2000,4911.71,365.091,16115.78
ipsl-cm6a-lr,historical,40,25,-91,75,mag2,05-07,1985,11683.02,469.07500000000005,23571.64
ukesm1-0-ll,historical,40,25,-91,75,mag6,04-25,1984,10346.17,411.16,22650.18
mpi-esm1-2-hr,historical,40,25,-91,75,mag5,04-15,1997,5611.68,351.50199999999995,13626.62
mpi-esm1-2-hr,historical,40,25,-91,75,mag3,04-25,1983,9379.09,363.89599999999996,19236.01
gfdl-esm4,historical,40,25,-91,75,mag4,05-15,1989,14785.02,435.124,23631.41
ukesm1-0-ll,historical,40,25,-91,75,mag8,05-25,1984,10620.01,419.84200000000004,23096.41
ipsl-cm6a-lr,historical,40,25,-91,75,mag8,04-25,1996,7440.87,436.424,19504.86
mpi-esm1-2-hr,historical,40,25,-91,75,mag7,04-15,1992,7593.71,408.96500000000003,19829.79
ipsl-cm6a-lr,historical,40,25,-91,75,mag6,05-25,1996,8617.74,365.82,16594.02
mpi-esm1-2-hr,historical,40,25,-91,75,mag3,04-25,1995,7375.7,342.99899999999997,17215.6
ipsl-cm6a-lr,historical,40,25,-91,75,mag4,05-25,1985,14829.6,424.164,22856.27
ukesm1-0-ll,historical,40,25,-91,75,mag6,04-25,1992,8704.29,422.11,20063.77
ukesm1-0-ll,historical,40,25,-91,75,mag8,05-25,1992,8521.56,427.461,19266.39
gfdl-esm4,historical,40,25,-91,75,mag4,05-15,1984,6628.05,343.045,15868.68
ukesm1-0-ll,historical,40,25,-91,75,mag3,05-25,1984,10666.26,340.96799999999996,19323.28
ukesm1-0-ll,historical,40,25,-91,75,mag5,05-15,1990,8379.84,346.076,16625.9
mpi-esm1-2-hr,historical,40,25,-91,75,mag6,05-25,1983,10095.78,366.35,17783.26
mpi-esm1-2-hr,historical,40,25,-91,75,mag8,04-25,1983,8553.68,448.164,21383.96
ipsl-cm6a-lr,historical,40,25,-91,75,mag6,04-15,1983,12330.28,409.351,22650.38
ipsl-cm6a-lr,historical,40,25,-91,75,mag2,05-07,1988,9111.77,421.44800000000004,21472.24
gfdl-esm4,historical,40,25,-91,75,mag2,05-25,2000,935.02,274.474,12062.07
ukesm1-0-ll,historical,40,25,-91,75,mag5,05-07,1992,9085.57,396.54699999999997,19015.87
ukesm1-0-ll,historical,40,25,-91,75,mag5,05-15,2000,7204.3,341.906,13698.08
ipsl-cm6a-lr,historical,40,25,-91,75,mag8,05-15,1983,9189.8,418.634,22303.74
mri-esm2-0,historical,40,25,-91,75,mag4,05-15,2000,13288.94,438.37699999999995,21884.49
mpi-esm1-2-hr,historical,40,25,-91,75,mag8,04-15,1997,2356.53,389.765,13666.69
gfdl-esm4,historical,40,25,-91,75,mag7,04-15,1989,10022.34,443.22,21503.76
ukesm1-0-ll,historical,40,25,-91,75,mag3,05-15,1990,8237.05,334.79499999999996,16361.65
mpi-esm1-2-hr,historical,40,25,-91,75,mag6,05-15,1997,3155.43,344.289,10785.45
gfdl-esm4,historical,40,25,-91,75,mag2,05-15,1984,5076.19,325.60699999999997,15495.96
ukesm1-0-ll,historical,40,25,-91,75,mag5,05-25,1984,11324.68,353.656,20068.71
mpi-esm1-2-hr,historical,40,25,-91,75,mag6,05-07,1995,4292.97,352.013,15951.05
mri-esm2-0,historical,40,25,-91,75,mag2,05-15,2000,9810.08,459.09099999999995,23265.39
